TransactionID,Date,Category,Product,Quantity,UnitPrice,TotalPrice,Region,SalesRep,PaymentMethod
1556,2023-07-08,Toys,Board Game,18,643.39,11581.02,East,Ethan,Credit Card
1557,2023-02-09,Toys,Doll,9,182.43,1641.87,North,Bob,Cash
1558,2023-03-06,Toys,Board Game,19,606.75,11528.25,East,Ethan,Bank Transfer
1559,2023-04-18,Furniture,Chair,3,929.9,2789.7,South,Bob,Credit Card
1560,2023-03-15,Furniture,Bookshelf,3,896.47,2689.41,North,Charlie,Cash
1561,2023-03-12,Toys,Board Game,11,306.05,3366.55,West,Diana,Cash
1562,2023-05-04,Toys,Board Game,16,358.22,5731.52,West,Diana,Online
1563,2023-09-29,Electronics,Smartphone,5,840.68,4203.4,South,Charlie,Bank Transfer
1564,2023-09-08,Clothing,T-Shirt,12,182.12,2185.44,Central,Diana,Online
1565,2023-08-27,Clothing,Shoes,18,876.91,15784.38,South,Ethan,Credit Card
1566,2023-07-15,Clothing,Jeans,15,364.19,5462.85,North,Bob,Credit Card
1567,2023-01-03,Toys,Action Figure,12,916.23,10994.76,East,Alice,Cash
1568,2023-11-07,Clothing,T-Shirt,13,48.7,633.1,East,Diana,Online
1569,2023-05-21,Electronics,Laptop,15,492.85,7392.75,West,Ethan,Bank Transfer
1570,2023-11-28,Toys,Puzzle,1,614.86,614.86,North,Charlie,Credit Card
1571,2023-12-28,Furniture,Table,4,60.77,243.08,North,Diana,Cash
1572,2023-06-10,Electronics,Tablet,1,336,336,South,Ethan,Online
1573,2023-12-30,Furniture,Sofa,13,419.3,5450.9,Central,Alice,Cash
1574,2023-02-03,Furniture,Table,6,446.18,2677.08,East,Alice,Online
1575,2023-11-08,Furniture,Bookshelf,10,277.39,2773.9,South,Alice,Online
1576,2023-03-02,Clothing,Shoes,19,930.62,17681.78,Central,Alice,Cash
1577,2023-03-01,Electronics,Smartphone,11,593.19,6525.09,North,Bob,Cash
1578,2023-03-28,Electronics,Smartphone,3,877.81,2633.43,East,Diana,Credit Card
1579,2023-06-07,Furniture,Table,13,707.38,9195.94,East,Alice,Credit Card
1580,2023-05-23,Furniture,Sofa,7,276.44,1935.08,West,Bob,Credit Card
1581,2023-04-01,Clothing,Jacket,3,492.44,1477.32,West,Charlie,Online
1582,2023-06-28,Toys,Board Game,19,388.75,7386.25,South,Alice,Credit Card
1583,2023-12-26,Groceries,Bread,11,701.16,7712.76,East,Bob,Online
1584,2023-02-16,Toys,Doll,15,264.54,3968.1,East,Bob,Cash
1585,2023-09-22,Furniture,Bookshelf,19,326.38,6201.22,South,Diana,Bank Transfer
1586,2023-12-04,Toys,Puzzle,12,869.98,10439.76,East,Alice,Cash
1587,2023-03-23,Groceries,Eggs,4,191.18,764.72,East,Charlie,Online
1588,2023-06-06,Furniture,Bookshelf,1,441.81,441.81,Central,Bob,Bank Transfer
1589,2023-10-31,Toys,Board Game,8,256.31,2050.48,West,Diana,Online
1590,2023-11-04,Clothing,Shoes,2,970.91,1941.82,West,Charlie,Credit Card
1591,2023-09-17,Electronics,Headphones,19,403.75,7671.25,West,Charlie,Cash
1592,2023-03-25,Toys,Doll,17,202.47,3441.99,East,Ethan,Credit Card
1593,2023-03-08,Clothing,T-Shirt,5,802.48,4012.4,North,Charlie,Bank Transfer
1594,2023-07-22,Furniture,Bookshelf,7,883.54,6184.78,North,Bob,Online
1595,2023-06-07,Electronics,Smartphone,14,94.72,1326.08,South,Bob,Credit Card
1596,2023-03-20,Toys,Action Figure,6,347.99,2087.94,North,Diana,Bank Transfer
1597,2023-10-09,Groceries,Milk,15,707.69,10615.35,West,Diana,Cash
1598,2023-07-18,Furniture,Sofa,11,898.53,9883.83,South,Diana,Bank Transfer
1599,2023-11-02,Groceries,Rice,19,31.76,603.44,East,Diana,Credit Card
1600,2023-05-01,Clothing,Jacket,1,612.51,612.51,East,Ethan,Bank Transfer
1601,2023-02-09,Furniture,Table,2,215.18,430.36,West,Bob,Bank Transfer
1602,2023-02-17,Clothing,Shoes,5,288.54,1442.7,South,Diana,Bank Transfer
1603,2023-12-12,Groceries,Rice,6,167.73,1006.38,East,Diana,Cash
1604,2023-08-27,Electronics,Tablet,1,165.08,165.08,North,Diana,Credit Card
1605,2023-10-22,Toys,Board Game,16,655.55,10488.8,West,Alice,Bank Transfer
1606,2023-08-05,Electronics,Tablet,4,605.62,2422.48,West,Charlie,Bank Transfer
1607,2023-09-15,Clothing,Shoes,12,116.11,1393.32,East,Ethan,Credit Card
1608,2023-08-06,Toys,Board Game,1,340.43,340.43,North,Bob,Online
1609,2023-04-12,Toys,Board Game,15,285.31,4279.65,West,Alice,Cash
1610,2023-09-08,Groceries,Bread,12,256.07,3072.84,North,Ethan,Online
1611,2023-12-12,Clothing,T-Shirt,6,296.77,1780.62,Central,Charlie,Bank Transfer
1612,2023-01-09,Groceries,Bread,20,116.12,2322.4,East,Alice,Cash
1613,2023-09-30,Groceries,Milk,18,99.1,1783.8,South,Alice,Credit Card
1614,2023-11-21,Groceries,Eggs,15,690.55,10358.25,East,Charlie,Credit Card
1615,2023-09-26,Toys,Board Game,11,375.93,4135.23,North,Alice,Credit Card
1616,2023-11-08,Electronics,Headphones,11,927.8,10205.8,Central,Alice,Online
1617,2023-08-05,Groceries,Rice,3,837.67,2513.01,South,Charlie,Bank Transfer
1618,2023-03-01,Furniture,Sofa,17,541.46,9204.82,East,Ethan,Credit Card
1619,2023-12-22,Electronics,Tablet,7,761.92,5333.44,Central,Diana,Bank Transfer
1620,2023-05-21,Furniture,Sofa,20,401.68,8033.6,Central,Alice,Credit Card
1621,2023-12-14,Clothing,Jacket,7,23.63,165.41,North,Diana,Bank Transfer
1622,2023-12-03,Furniture,Sofa,20,791.31,15826.2,East,Diana,Online
1623,2023-02-19,Furniture,Table,8,68.4,547.2,North,Charlie,Online
1624,2023-12-31,Toys,Board Game,20,332.11,6642.2,Central,Diana,Bank Transfer
1625,2023-09-01,Toys,Puzzle,11,349.63,3845.93,East,Charlie,Bank Transfer
1626,2023-03-19,Groceries,Eggs,6,674.62,4047.72,South,Ethan,Online
1627,2023-07-26,Electronics,Laptop,12,87.68,1052.16,West,Ethan,Online
1628,2023-06-05,Clothing,Jacket,1,160.12,160.12,West,Diana,Credit Card
1629,2023-11-16,Clothing,Shoes,10,558.66,5586.6,West,Alice,Bank Transfer
1630,2023-05-01,Groceries,Milk,4,101.49,405.96,West,Ethan,Credit Card
1631,2023-04-19,Electronics,Tablet,13,552.32,7180.16,South,Bob,Online
1632,2023-04-22,Groceries,Bread,4,665.91,2663.64,East,Charlie,Online
1633,2023-09-15,Toys,Board Game,16,758.04,12128.64,South,Diana,Online
1634,2023-08-19,Furniture,Table,1,535,535,West,Charlie,Online
1635,2023-08-26,Furniture,Chair,14,974.38,13641.32,West,Ethan,Bank Transfer
1636,2023-04-07,Electronics,Smartphone,20,505.84,10116.8,South,Ethan,Cash
1637,2023-11-03,Toys,Board Game,20,253.69,5073.8,North,Charlie,Bank Transfer
1638,2023-12-17,Electronics,Tablet,13,554.3,7205.9,North,Ethan,Credit Card
1639,2023-03-24,Groceries,Bread,16,937.46,14999.36,South,Bob,Credit Card
1640,2023-06-15,Furniture,Sofa,7,579.71,4057.97,North,Alice,Bank Transfer
1641,2023-05-06,Toys,Board Game,15,502.71,7540.65,South,Bob,Cash
1642,2023-11-06,Clothing,Jeans,3,11.85,35.55,South,Diana,Cash
1643,2023-12-16,Groceries,Eggs,14,957.79,13409.06,West,Alice,Cash
1644,2023-11-07,Toys,Puzzle,2,296.5,593,West,Diana,Bank Transfer
1645,2023-01-21,Clothing,Shoes,14,788.49,11038.86,Central,Diana,Cash
1646,2023-03-16,Clothing,T-Shirt,14,658.25,9215.5,South,Charlie,Credit Card
1647,2023-05-05,Groceries,Milk,11,643.83,7082.13,East,Alice,Cash
1648,2023-08-23,Groceries,Milk,10,690.75,6907.5,East,Charlie,Online
1649,2023-08-19,Clothing,Jacket,5,152.28,761.4,Central,Alice,Online
1650,2023-01-14,Furniture,Sofa,10,310.13,3101.3,Central,Charlie,Credit Card
1651,2023-10-18,Clothing,Shoes,5,745.01,3725.05,West,Charlie,Credit Card
1652,2023-03-17,Toys,Action Figure,8,32.86,262.88,West,Charlie,Credit Card
1653,2023-10-26,Clothing,Jeans,9,367.34,3306.06,Central,Alice,Bank Transfer
1654,2023-09-02,Toys,Doll,19,853.35,16213.65,East,Bob,Online
1655,2023-09-25,Clothing,Shoes,17,484.64,8238.88,West,Bob,Bank Transfer
1656,2023-07-14,Electronics,Laptop,10,210.4,2104,East,Bob,Credit Card
1657,2023-05-23,Toys,Puzzle,16,462.03,7392.48,South,Charlie,Cash
1658,2023-09-26,Furniture,Table,13,628.27,8167.51,East,Alice,Online
1659,2023-09-17,Electronics,Tablet,18,873.25,15718.5,Central,Ethan,Cash
1660,2023-08-17,Toys,Doll,6,691.25,4147.5,South,Charlie,Credit Card
1661,2023-04-27,Groceries,Milk,9,554.22,4987.98,North,Ethan,Cash
1662,2023-04-08,Electronics,Smartphone,2,211.69,423.38,Central,Charlie,Credit Card
1663,2023-10-27,Toys,Board Game,18,882.23,15880.14,West,Alice,Cash
1664,2023-06-13,Electronics,Smartphone,15,87.97,1319.55,West,Alice,Credit Card
1665,2023-02-21,Toys,Doll,10,571.48,5714.8,Central,Diana,Bank Transfer
1666,2023-02-27,Groceries,Milk,15,992.28,14884.2,Central,Ethan,Online
1667,2023-07-28,Toys,Action Figure,11,509.76,5607.36,West,Bob,Online
1668,2023-11-27,Clothing,Jacket,11,278.91,3068.01,Central,Bob,Online
1669,2023-11-17,Groceries,Rice,1,322.61,322.61,South,Diana,Bank Transfer
1670,2023-09-11,Furniture,Table,10,99.1,991,North,Diana,Bank Transfer
1671,2023-06-25,Toys,Doll,8,217.15,1737.2,South,Alice,Online
1672,2023-06-13,Toys,Board Game,20,214.24,4284.8,North,Charlie,Credit Card
1673,2023-06-15,Furniture,Table,6,612.07,3672.42,West,Bob,Credit Card
1674,2023-06-16,Toys,Board Game,9,232.58,2093.22,Central,Diana,Online
1675,2023-08-30,Clothing,Jacket,11,728.08,8008.88,South,Charlie,Online
1676,2023-08-19,Clothing,Shoes,14,10.64,148.96,Central,Diana,Bank Transfer
1677,2023-01-29,Groceries,Bread,9,24.38,219.42,South,Diana,Credit Card
1678,2023-04-17,Clothing,Jacket,11,430.36,4733.96,East,Alice,Bank Transfer
1679,2023-06-16,Toys,Doll,17,442.9,7529.3,South,Ethan,Online
1680,2023-02-24,Electronics,Smartphone,16,941.79,15068.64,South,Charlie,Bank Transfer
1681,2023-01-24,Groceries,Eggs,20,588.18,11763.6,South,Charlie,Cash
1682,2023-02-21,Electronics,Tablet,12,440.93,5291.16,East,Ethan,Online
1683,2023-02-26,Groceries,Milk,14,825.19,11552.66,North,Charlie,Credit Card
1684,2023-10-29,Clothing,Jeans,15,249,3735,Central,Alice,Online
1685,2023-10-13,Toys,Action Figure,3,871.37,2614.11,North,Bob,Online
1686,2023-07-04,Groceries,Milk,15,231.54,3473.1,South,Charlie,Online
1687,2023-06-20,Furniture,Sofa,1,144.57,144.57,East,Ethan,Bank Transfer
1688,2023-08-07,Groceries,Eggs,2,913.42,1826.84,North,Ethan,Online
1689,2023-01-09,Toys,Board Game,11,791.19,8703.09,North,Ethan,Bank Transfer
1690,2023-05-25,Toys,Action Figure,19,96.68,1836.92,North,Alice,Cash
1691,2023-09-30,Furniture,Chair,20,651.92,13038.4,Central,Diana,Credit Card
1692,2023-02-07,Groceries,Bread,5,652.19,3260.95,West,Diana,Cash
1693,2023-04-04,Toys,Action Figure,14,889.95,12459.3,West,Ethan,Bank Transfer
1694,2023-10-22,Clothing,T-Shirt,1,13.5,13.5,Central,Diana,Online
1695,2023-08-07,Furniture,Sofa,11,534.7,5881.7,South,Ethan,Credit Card
1696,2023-10-22,Clothing,Jeans,7,311.94,2183.58,South,Bob,Cash
1697,2023-01-14,Toys,Puzzle,12,954.89,11458.68,South,Ethan,Online
1698,2023-06-11,Furniture,Table,6,427.16,2562.96,South,Charlie,Online
1699,2023-04-30,Furniture,Sofa,15,127.49,1912.35,North,Bob,Bank Transfer
1700,2023-01-14,Groceries,Milk,15,441.35,6620.25,West,Alice,Credit Card
1701,2023-04-16,Groceries,Rice,17,913.72,15533.24,North,Bob,Cash
1702,2023-03-25,Furniture,Chair,12,750.93,9011.16,West,Ethan,Online
1703,2023-08-01,Furniture,Table,12,480.59,5767.08,North,Ethan,Cash
1704,2023-08-22,Electronics,Laptop,13,961.76,12502.88,West,Diana,Cash
1705,2023-07-01,Clothing,Jacket,10,233.21,2332.1,North,Diana,Cash
1706,2023-11-30,Groceries,Eggs,11,50.14,551.54,North,Charlie,Credit Card
1707,2023-04-01,Toys,Puzzle,5,144.52,722.6,South,Ethan,Bank Transfer
1708,2023-01-20,Electronics,Smartphone,20,417.8,8356,East,Charlie,Credit Card
1709,2023-08-03,Furniture,Table,6,368.24,2209.44,Central,Bob,Cash
1710,2023-03-25,Electronics,Headphones,13,627.19,8153.47,South,Charlie,Online
1711,2023-11-15,Clothing,T-Shirt,1,889.38,889.38,North,Charlie,Cash
1712,2023-03-15,Groceries,Rice,20,723.91,14478.2,Central,Diana,Credit Card
1713,2023-03-22,Electronics,Laptop,3,422.78,1268.34,East,Bob,Cash
1714,2023-02-27,Groceries,Eggs,15,138.73,2080.95,West,Ethan,Cash
1715,2023-06-09,Groceries,Eggs,11,658.09,7238.99,East,Bob,Online
1716,2023-11-11,Electronics,Headphones,7,130.2,911.4,West,Ethan,Credit Card
1717,2023-03-15,Furniture,Chair,10,887.48,8874.8,North,Diana,Cash
1718,2023-05-08,Furniture,Sofa,11,711.91,7831.01,South,Charlie,Bank Transfer
1719,2023-12-09,Toys,Action Figure,14,377.9,5290.6,South,Charlie,Credit Card
1720,2023-10-24,Electronics,Headphones,6,19.25,115.5,North,Bob,Cash
1721,2023-05-02,Furniture,Bookshelf,19,483.37,9184.03,East,Alice,Online
1722,2023-04-07,Toys,Board Game,15,623.21,9348.15,West,Bob,Bank Transfer
1723,2023-03-02,Clothing,Jacket,9,344.28,3098.52,East,Bob,Bank Transfer
1724,2023-10-09,Groceries,Rice,9,67.8,610.2,East,Ethan,Online
1725,2023-08-07,Electronics,Smartphone,15,830.93,12463.95,North,Bob,Cash
1726,2023-10-09,Clothing,Jeans,15,438.98,6584.7,East,Charlie,Cash
1727,2023-09-16,Furniture,Bookshelf,5,840.81,4204.05,Central,Bob,Credit Card
1728,2023-01-09,Furniture,Sofa,5,565.07,2825.35,Central,Ethan,Cash
1729,2023-09-30,Clothing,Jeans,12,162.96,1955.52,Central,Bob,Credit Card
1730,2023-11-22,Toys,Doll,20,426.9,8538,South,Ethan,Credit Card
1731,2023-05-23,Electronics,Headphones,17,972.15,16526.55,East,Diana,Bank Transfer
1732,2023-08-28,Clothing,Jeans,3,255.07,765.21,East,Alice,Online
1733,2023-04-17,Toys,Puzzle,5,148.07,740.35,North,Diana,Credit Card
1734,2023-05-05,Groceries,Milk,19,197.4,3750.6,West,Diana,Online
1735,2023-02-06,Furniture,Sofa,4,727.35,2909.4,South,Diana,Credit Card
1736,2023-04-16,Groceries,Milk,1,638.57,638.57,East,Charlie,Online
1737,2023-09-26,Electronics,Headphones,10,823.13,8231.3,South,Diana,Bank Transfer
1738,2023-03-20,Electronics,Tablet,13,838.79,10904.27,East,Alice,Online
1739,2023-02-27,Groceries,Eggs,16,759.67,12154.72,Central,Bob,Credit Card
1740,2023-09-25,Electronics,Laptop,12,245.09,2941.08,Central,Ethan,Bank Transfer
1741,2023-12-26,Groceries,Eggs,9,843.11,7587.99,North,Alice,Online
1742,2023-05-09,Toys,Action Figure,12,87.68,1052.16,West,Charlie,Cash
1743,2024-01-01,Groceries,Milk,8,593.13,4745.04,Central,Diana,Online
1744,2023-02-23,Groceries,Eggs,13,46.89,609.57,Central,Ethan,Cash
1745,2023-10-30,Electronics,Laptop,12,582.22,6986.64,North,Bob,Bank Transfer
1746,2023-07-21,Electronics,Tablet,19,864.09,16417.71,West,Diana,Cash
1747,2023-07-24,Groceries,Rice,6,29.02,174.12,South,Ethan,Online
1748,2023-02-20,Clothing,Shoes,9,361.8,3256.2,North,Diana,Online
1749,2023-06-30,Furniture,Sofa,11,460.91,5070.01,West,Alice,Online
1750,2023-03-24,Furniture,Sofa,6,845.5,5073,West,Charlie,Cash
1751,2023-06-20,Clothing,Jeans,4,914.6,3658.4,East,Charlie,Cash
1752,2023-11-24,Groceries,Bread,6,757.78,4546.68,Central,Diana,Credit Card
1753,2023-05-16,Groceries,Bread,12,756,9072,East,Diana,Credit Card
1754,2023-06-15,Electronics,Laptop,10,909.29,9092.9,South,Ethan,Online
1755,2023-10-14,Toys,Doll,3,202.63,607.89,West,Ethan,Cash
1756,2023-12-31,Toys,Board Game,11,535.16,5886.76,East,Bob,Bank Transfer
1757,2023-03-10,Groceries,Rice,19,970.89,18446.91,East,Ethan,Online
1758,2023-04-26,Groceries,Rice,5,669.18,3345.9,South,Ethan,Online
1759,2023-01-14,Groceries,Milk,8,443.15,3545.2,South,Bob,Credit Card
1760,2023-03-16,Electronics,Tablet,20,485.86,9717.2,South,Alice,Bank Transfer
1761,2023-08-01,Toys,Doll,17,582.99,9910.83,West,Bob,Bank Transfer
1762,2023-05-14,Clothing,Jacket,12,900.55,10806.6,West,Charlie,Credit Card
1763,2023-06-13,Toys,Action Figure,11,860.64,9467.04,North,Bob,Credit Card
1764,2023-10-03,Toys,Doll,16,537.68,8602.88,North,Ethan,Cash
1765,2023-11-06,Furniture,Sofa,15,272.79,4091.85,Central,Bob,Cash
1766,2023-08-24,Toys,Board Game,14,69.33,970.62,West,Ethan,Credit Card
1767,2023-01-12,Toys,Board Game,12,479.24,5750.88,Central,Alice,Credit Card
1768,2023-02-02,Clothing,T-Shirt,9,947.61,8528.49,East,Ethan,Cash
1769,2024-01-01,Toys,Board Game,13,219.13,2848.69,West,Bob,Bank Transfer
1770,2023-06-08,Toys,Action Figure,19,799.42,15188.98,East,Bob,Bank Transfer
1771,2023-03-15,Toys,Action Figure,2,713.55,1427.1,North,Ethan,Online
1772,2023-10-28,Electronics,Laptop,17,416.64,7082.88,Central,Alice,Credit Card
1773,2023-04-10,Furniture,Table,16,730.02,11680.32,South,Alice,Online
1774,2023-02-15,Electronics,Headphones,14,384.38,5381.32,Central,Diana,Bank Transfer
1775,2023-03-12,Clothing,Jeans,12,181.52,2178.24,North,Charlie,Bank Transfer
1776,2023-05-10,Groceries,Rice,13,204.6,2659.8,South,Charlie,Online
1777,2023-11-28,Electronics,Tablet,17,261.48,4445.16,West,Alice,Cash
1778,2023-10-13,Electronics,Tablet,1,963.78,963.78,North,Bob,Cash
1779,2023-01-03,Clothing,Shoes,19,565.55,10745.45,East,Alice,Cash
1780,2023-03-30,Furniture,Bookshelf,7,975.9,6831.3,South,Ethan,Cash
1781,2023-12-16,Furniture,Sofa,15,707.84,10617.6,Central,Bob,Credit Card
1782,2023-09-17,Furniture,Bookshelf,2,935.62,1871.24,North,Ethan,Cash
1783,2023-06-09,Clothing,T-Shirt,19,520.9,9897.1,East,Bob,Cash
1784,2023-09-12,Furniture,Table,15,928.96,13934.4,Central,Charlie,Bank Transfer
1785,2023-08-18,Electronics,Laptop,12,145.67,1748.04,East,Bob,Bank Transfer
1786,2023-04-07,Groceries,Rice,16,811.85,12989.6,East,Alice,Cash
1787,2023-09-24,Electronics,Tablet,19,703.69,13370.11,Central,Ethan,Bank Transfer
1788,2023-10-07,Furniture,Sofa,15,764.7,11470.5,East,Bob,Online
1789,2023-11-17,Groceries,Eggs,3,493.01,1479.03,West,Diana,Bank Transfer
1790,2023-02-23,Clothing,Shoes,10,500.13,5001.3,Central,Diana,Online
1791,2023-12-17,Electronics,Laptop,10,892.63,8926.3,South,Alice,Credit Card
1792,2023-11-25,Clothing,T-Shirt,2,966.93,1933.86,Central,Alice,Bank Transfer
1793,2023-04-07,Clothing,T-Shirt,17,849.97,14449.49,West,Ethan,Online
1794,2023-12-15,Electronics,Smartphone,6,892.89,5357.34,North,Diana,Online
1795,2023-02-07,Furniture,Bookshelf,20,20.51,410.2,South,Ethan,Bank Transfer
1796,2023-04-16,Electronics,Tablet,11,984.48,10829.28,North,Bob,Bank Transfer
1797,2023-04-27,Clothing,Shoes,5,600.76,3003.8,North,Bob,Online
1798,2023-08-05,Toys,Action Figure,14,691.83,9685.62,South,Charlie,Bank Transfer
1799,2023-07-31,Groceries,Bread,9,602.13,5419.17,South,Diana,Bank Transfer
1800,2023-01-22,Groceries,Milk,4,119.7,478.8,South,Alice,Bank Transfer
1801,2023-02-04,Furniture,Sofa,13,288.38,3748.94,South,Charlie,Online
1802,2023-05-26,Toys,Action Figure,13,823.76,10708.88,North,Alice,Credit Card
1803,2023-02-14,Toys,Board Game,17,995.58,16924.86,South,Bob,Bank Transfer
1804,2023-09-03,Electronics,Laptop,13,188.56,2451.28,South,Alice,Cash
1805,2023-05-04,Groceries,Bread,15,599.02,8985.3,West,Bob,Cash
1806,2023-12-06,Toys,Doll,2,570.96,1141.92,South,Charlie,Credit Card
1807,2023-06-24,Clothing,Jeans,7,902.06,6314.42,East,Diana,Cash
1808,2023-07-20,Groceries,Milk,3,229.11,687.33,East,Ethan,Credit Card
1809,2023-06-21,Groceries,Rice,8,603.65,4829.2,West,Alice,Online
1810,2023-10-13,Furniture,Table,2,115.81,231.62,Central,Charlie,Cash
1811,2023-07-29,Toys,Puzzle,11,373.52,4108.72,Central,Bob,Credit Card
1812,2023-02-23,Furniture,Chair,19,63.13,1199.47,West,Alice,Bank Transfer
1813,2023-10-18,Electronics,Smartphone,18,78.55,1413.9,North,Ethan,Bank Transfer
1814,2023-10-20,Groceries,Bread,15,910.69,13660.35,Central,Diana,Credit Card
1815,2023-12-16,Groceries,Bread,16,919.83,14717.28,East,Diana,Credit Card
1816,2023-08-21,Toys,Action Figure,10,638.91,6389.1,South,Bob,Credit Card
1817,2023-07-18,Clothing,Jeans,14,806.42,11289.88,East,Alice,Credit Card
1818,2023-01-22,Groceries,Eggs,13,129.4,1682.2,Central,Bob,Online
1819,2023-04-17,Groceries,Eggs,15,446.67,6700.05,West,Diana,Bank Transfer
1820,2023-08-26,Clothing,Jacket,5,724.69,3623.45,East,Diana,Credit Card
1821,2023-05-06,Furniture,Table,20,366.6,7332,Central,Bob,Bank Transfer
1822,2023-10-08,Groceries,Bread,13,145.62,1893.06,East,Bob,Cash
1823,2023-10-05,Groceries,Bread,2,203.41,406.82,Central,Diana,Online
1824,2023-10-10,Furniture,Bookshelf,6,943.48,5660.88,Central,Diana,Cash
1825,2023-12-22,Furniture,Bookshelf,9,983.71,8853.39,Central,Bob,Credit Card
1826,2023-11-25,Groceries,Milk,11,471.24,5183.64,South,Diana,Credit Card
1827,2023-09-07,Clothing,T-Shirt,3,26.36,79.08,North,Alice,Cash
1828,2023-06-19,Electronics,Tablet,5,958.17,4790.85,East,Bob,Online
1829,2023-02-03,Clothing,Jacket,16,341.93,5470.88,Central,Diana,Credit Card
1830,2023-05-29,Clothing,T-Shirt,5,167.44,837.2,Central,Bob,Cash
1831,2023-09-30,Toys,Board Game,18,630.54,11349.72,South,Ethan,Online
1832,2023-12-20,Furniture,Chair,4,756.9,3027.6,South,Diana,Credit Card
1833,2023-07-15,Groceries,Eggs,1,588.24,588.24,West,Bob,Online
1834,2023-08-14,Toys,Doll,16,946.87,15149.92,West,Alice,Online
1835,2023-06-23,Electronics,Tablet,5,625.91,3129.55,North,Bob,Bank Transfer
1836,2023-03-18,Electronics,Smartphone,3,357.94,1073.82,East,Charlie,Bank Transfer
1837,2023-01-09,Toys,Board Game,9,196.06,1764.54,South,Charlie,Online
1838,2023-09-24,Electronics,Headphones,2,651.16,1302.32,East,Bob,Online
1839,2023-05-15,Groceries,Eggs,9,751.25,6761.25,East,Alice,Bank Transfer
1840,2023-12-04,Electronics,Tablet,5,872.68,4363.4,Central,Alice,Cash
1841,2023-10-21,Electronics,Tablet,16,383.12,6129.92,West,Bob,Cash
1842,2023-12-22,Clothing,Shoes,17,854.36,14524.12,East,Charlie,Bank Transfer
1843,2023-07-28,Clothing,Jeans,18,196.94,3544.92,East,Charlie,Online
1844,2023-05-17,Electronics,Headphones,17,896.34,15237.78,North,Charlie,Cash
1845,2023-03-07,Electronics,Smartphone,12,69.63,835.56,North,Bob,Credit Card
1846,2023-02-14,Electronics,Laptop,20,75.03,1500.6,North,Charlie,Bank Transfer
1847,2023-11-20,Clothing,T-Shirt,2,705.63,1411.26,Central,Alice,Credit Card
1848,2023-02-11,Furniture,Chair,14,792.63,11096.82,North,Alice,Credit Card
1849,2023-04-18,Electronics,Laptop,17,196.68,3343.56,West,Charlie,Credit Card
1850,2023-12-29,Groceries,Milk,19,865.68,16447.92,West,Charlie,Cash
1851,2023-08-15,Furniture,Chair,7,266.95,1868.65,North,Bob,Credit Card
1852,2023-12-25,Electronics,Laptop,11,757.5,8332.5,South,Bob,Credit Card
1853,2023-03-25,Groceries,Bread,17,642.39,10920.63,Central,Diana,Credit Card
1854,2023-08-07,Clothing,Jacket,1,656.57,656.57,South,Ethan,Online
1855,2023-05-25,Furniture,Chair,16,347.5,5560,North,Alice,Cash
1856,2023-11-14,Groceries,Rice,3,321.81,965.43,West,Alice,Online
1857,2023-12-24,Toys,Puzzle,11,453.53,4988.83,Central,Charlie,Bank Transfer
1858,2023-07-09,Groceries,Bread,18,999.1,17983.8,West,Charlie,Credit Card
1859,2023-04-27,Toys,Doll,14,467.62,6546.68,North,Charlie,Bank Transfer
1860,2023-06-16,Groceries,Eggs,5,146.37,731.85,West,Diana,Bank Transfer
1861,2023-08-03,Electronics,Smartphone,5,402.42,2012.1,East,Diana,Cash
1862,2023-08-11,Furniture,Table,7,99.37,695.59,Central,Bob,Bank Transfer
1863,2023-08-30,Furniture,Sofa,1,499.84,499.84,East,Bob,Credit Card
1864,2023-06-05,Toys,Action Figure,16,608.79,9740.64,South,Bob,Bank Transfer
1865,2023-08-10,Groceries,Milk,12,961.63,11539.56,West,Alice,Cash
1866,2023-06-15,Groceries,Bread,17,943.62,16041.54,South,Bob,Credit Card
1867,2023-08-02,Groceries,Rice,11,632.31,6955.41,East,Bob,Bank Transfer
1868,2023-11-10,Electronics,Smartphone,11,726.13,7987.43,Central,Charlie,Credit Card
1869,2023-07-09,Toys,Board Game,15,373.16,5597.4,North,Alice,Credit Card
1870,2023-04-18,Clothing,Jeans,9,557.22,5014.98,East,Diana,Online
1871,2023-12-24,Furniture,Table,8,709.56,5676.48,East,Ethan,Credit Card
1872,2023-05-08,Groceries,Eggs,17,881.32,14982.44,North,Charlie,Bank Transfer
1873,2023-03-17,Toys,Action Figure,16,465.38,7446.08,North,Ethan,Online
1874,2023-02-04,Groceries,Eggs,5,366.96,1834.8,South,Charlie,Cash
1875,2023-08-31,Furniture,Table,12,825.71,9908.52,North,Charlie,Bank Transfer
1876,2023-10-15,Furniture,Sofa,11,606.75,6674.25,East,Diana,Credit Card
1877,2023-11-27,Furniture,Chair,7,525.88,3681.16,East,Alice,Online
1878,2023-05-08,Groceries,Eggs,9,208.22,1873.98,North,Charlie,Online
1879,2023-01-13,Electronics,Headphones,15,776.92,11653.8,North,Charlie,Credit Card
1880,2023-08-17,Groceries,Milk,11,112.21,1234.31,Central,Diana,Online
1881,2023-08-22,Clothing,Jeans,10,167.09,1670.9,Central,Diana,Credit Card
1882,2023-06-15,Electronics,Laptop,18,479.72,8634.96,North,Charlie,Credit Card
1883,2023-06-11,Groceries,Rice,13,182.11,2367.43,West,Charlie,Cash
1884,2023-11-26,Clothing,Jacket,2,883.84,1767.68,Central,Ethan,Cash
